,SCA,xmid,ymid,ramid,decmid,xmin,ymin,xmax,ymax,straylight_total,mainoffender_total
25,5,1788,766,206.4445401918246,49.385847596023986,1533,511,2044,1022,0.0020976644,594
26,5,1788,1277,206.4652026644609,49.37909009710478,1533,1022,2044,1533,0.002091422,4492
27,5,1788,1788,206.48585945837428,49.37232891549529,1533,1533,2044,2044,0.0021421188,594
28,5,1788,2299,206.5065105705377,49.36556405401874,1533,2044,2044,2555,0.0021375574,594
29,5,1788,2810,206.5271559979317,49.35879551550021,1533,2555,2044,3066,0.0021008188,4492
30,5,1788,3321,206.54779573754433,49.35202330276651,1533,3066,2044,3577,0.0020734158,4492
31,5,1788,3832,206.5684297863713,49.34524741864635,1533,3577,2044,4088,0.0020725625,4492
32,5,2299,255,206.43499783006212,49.406277534598736,2044,0,2555,511,0.0020939468,594
33,5,2299,766,206.45567020558082,49.39952174030496,2044,511,2555,1022,0.0020947985,4492
34,5,2299,1277,206.4763368997734,49.39276225928544,2044,1022,2555,1533,0.0020825237,4492
